5709.96,0,11249.00
5647.22,22,10726.00
5682.11,0,11118.40
5677.61,45,11520.50
5279.92,1,9819.00
5429.01,0,10810.00
5415.62,0,10841.00
5048.16,23,9662.00
5497.77,1,11613.00
5662.89,0,12207.00
5645.64,81,12791.00
5580.00,10,12798.00
5610.00,5,12897.00
5530.20,4,13023.30
5530.00,3,13190.20
5590.40,4,13591.40
5583.30,0,13656.00
