3761.84,969,11920.50
3771.34,481,11766.00
3844.84,285,12222.20
3943.50,359,12837.10
4063.79,338,13837.10
4065.81,537,13975.30
4250.10,366,14965.00
4607.85,359,17762.00
4716.31,341,17809.00
4706.60,225,18059.00
4770.00,236,18616.00
4810.00,378,18783.00
4760.00,443,18778.00
4790.00,436,19007.00
4846.00,237,19343.00
4685.10,355,19001.10
4547.30,322,18411.80


