1325.23,392,1916.00
1242.18,407,1808.00
1243.72,718,1850.70
1202.58,393,1831.80
1024.68,486,1500.00
1034.27,903,1745.00
905.71,498,1512.00
918.66,1258,1507.00
1065.56,882,1895.00
984.22,1158,1709.00
1112.87,507,2132.82
1138.00,765,2333.00
1053.00,508,2158.00
1051.00,514,2326.00
1045.00,603,2328.00
1025.00,1018,2468.00
941.70,576,2133.60
